domain,category,function,sentence
담화와 글,1. 사교 활동하기,1.4. 안부 묻고 답하기,How are you doing?
담화와 글,1. 사교 활동하기,1.4. 안부 묻고 답하기,What's up?
담화와 글,1. 사교 활동하기,1.4. 안부 묻고 답하기,How have you/things been?
담화와 글,1. 사교 활동하기,1.4. 안부 묻고 답하기,"(I’m) okay (, thanks/thank you)."
담화와 글,1. 사교 활동하기,1.4. 안부 묻고 답하기,"(I’m) fine/very well (, thanks/thank you)."
담화와 글,1. 사교 활동하기,1.4. 안부 묻고 답하기,"Not (too/so) bad (, thanks/thank you)."
담화와 글,1. 사교 활동하기,1.5. 제삼자에게 안부 부탁하기,Say hello to ... (for me).
담화와 글,1. 사교 활동하기,1.5. 제삼자에게 안부 부탁하기,Please give my regards to ... .
담화와 글,1. 사교 활동하기,1.5. 제삼자에게 안부 부탁하기,Remember me to ... .
담화와 글,1. 사교 활동하기,1.6. 소개하기와 소개에 답하기,I’m ... .
담화와 글,1. 사교 활동하기,1.6. 소개하기와 소개에 답하기,My name is ... .
담화와 글,1. 사교 활동하기,1.6. 소개하기와 소개에 답하기,I’m ... .
담화와 글,1. 사교 활동하기,1.6. 소개하기와 소개에 답하기,Please call me ... .
담화와 글,1. 사교 활동하기,1.6. 소개하기와 소개에 답하기,"X, this is Y. Y, this is X."
담화와 글,1. 사교 활동하기,1.6. 소개하기와 소개에 답하기,I’d like you to meet ... .
담화와 글,1. 사교 활동하기,1.6. 소개하기와 소개에 답하기,I’d like to introduce ... .
담화와 글,1. 사교 활동하기,1.6. 소개하기와 소개에 답하기,(It’s) nice/good to meet you.
담화와 글,1. 사교 활동하기,1.6. 소개하기와 소개에 답하기,(I’m) (very) pleased to meet you.
담화와 글,1. 사교 활동하기,1.6. 소개하기와 소개에 답하기,It’s a pleasure to meet/meeting you.
담화와 글,1. 사교 활동하기,1.6. 소개하기와 소개에 답하기,I’ve been looking forward to meeting you.
담화와 글,1. 사교 활동하기,1.7. 소개가 필요한지 묻기,Do you know each other?
담화와 글,1. 사교 활동하기,1.7. 소개가 필요한지 묻기,Have you already met ... ?
담화와 글,1. 사교 활동하기,1.7. 소개가 필요한지 묻기,"I think you (two) know/have met each other, don’t/haven’t you?"
담화와 글,1. 사교 활동하기,1.7. 소개가 필요한지 묻기,"X, can I introduce Y?"
담화와 글,1. 사교 활동하기,1.8. 환영하기,Welcome!
담화와 글,1. 사교 활동하기,1.8. 환영하기,Glad you’re here.
담화와 글,1. 사교 활동하기,1.8. 환영하기,Glad you could come.
담화와 글,1. 사교 활동하기,1.9. 음식 권하고 답하기,(Please) help yourself.
담화와 글,1. 사교 활동하기,1.9. 음식 권하고 답하기,Please go ahead.
담화와 글,1. 사교 활동하기,1.9. 음식 권하고 답하기,Please try some ... .
담화와 글,1. 사교 활동하기,1.9. 음식 권하고 답하기,Would you like some ... ?
담화와 글,1. 사교 활동하기,1.9. 음식 권하고 답하기,Do you want some more(...)?
담화와 글,1. 사교 활동하기,1.9. 음식 권하고 답하기,"Yes, please/thanks/thank you."
담화와 글,1. 사교 활동하기,1.9. 음식 권하고 답하기,"No, thanks/thank you. (I’m full./I’d rather have some ... .)"
담화와 글,1. 사교 활동하기,1.9. 음식 권하고 답하기,That would be very nice.
담화와 글,1. 사교 활동하기,1.9. 음식 권하고 답하기,It/everything looks delicious.
담화와 글,1. 사교 활동하기,1.10. 감사 표현하고 답하기,Thanks (a lot)/Thank you (very/so much).
담화와 글,1. 사교 활동하기,1.10. 감사 표현하고 답하기,Thanks for ... .
담화와 글,1. 사교 활동하기,1.10. 감사 표현하고 답하기,I (really) (do) appreciate your help/ what you’ve done.
담화와 글,1. 사교 활동하기,1.10. 감사 표현하고 답하기,Sure.
담화와 글,1. 사교 활동하기,1.10. 감사 표현하고 답하기,You’re welcome.
담화와 글,1. 사교 활동하기,1.10. 감사 표현하고 답하기,No problem.
담화와 글,1. 사교 활동하기,1.10. 감사 표현하고 답하기,(It was) my pleasure.
담화와 글,1. 사교 활동하기,1.10. 감사 표현하고 답하기,Don’t mention it.
담화와 글,1. 사교 활동하기,1.10. 감사 표현하고 답하기,Not a big deal.
담화와 글,1. 사교 활동하기,1.11. 사과하고 수용하기,(I’m so/very) sorry (about that).
담화와 글,1. 사교 활동하기,1.11. 사과하고 수용하기,Please forgive me.
담화와 글,1. 사교 활동하기,1.11. 사과하고 수용하기,I apologize.
담화와 글,1. 사교 활동하기,1.11. 사과하고 수용하기,Not at all.
담화와 글,1. 사교 활동하기,1.11. 사과하고 수용하기,(That’s/It’s) okay.
담화와 글,1. 사교 활동하기,1.11. 사과하고 수용하기,That’s all right.
담화와 글,1. 사교 활동하기,1.11. 사과하고 수용하기,Forget it.
담화와 글,1. 사교 활동하기,1.11. 사과하고 수용하기,It doesn’t matter.
담화와 글,1. 사교 활동하기,1.11. 사과하고 수용하기,No problem.
담화와 글,1. 사교 활동하기,1.11. 사과하고 수용하기,Never mind.
담화와 글,1. 사교 활동하기,"1.12. 축하, 칭찬하기",Congratulations (on ...)!
담화와 글,1. 사교 활동하기,"1.12. 축하, 칭찬하기",(Very) good!
담화와 글,1. 사교 활동하기,"1.12. 축하, 칭찬하기",Good (for you)!
담화와 글,1. 사교 활동하기,"1.12. 축하, 칭찬하기",What a nice ... !
담화와 글,1. 사교 활동하기,"1.12. 축하, 칭찬하기",How ... she is!
담화와 글,1. 사교 활동하기,"1.12. 축하, 칭찬하기",Great!/Excellent!
담화와 글,1. 사교 활동하기,"1.12. 축하, 칭찬하기",(You did a) good (work/job)!
담화와 글,1. 사교 활동하기,"1.12. 축하, 칭찬하기",I like ... !
담화와 글,1. 사교 활동하기,"1.12. 축하, 칭찬하기",Thanks/Thank you (very much).
담화와 글,1. 사교 활동하기,"1.12. 축하, 칭찬하기","You, too!"
담화와 글,1. 사교 활동하기,"1.12. 축하, 칭찬하기",I’m glad you like ... .
담화와 글,1. 사교 활동하기,"1.12. 축하, 칭찬하기",How nice (of you)!
담화와 글,1. 사교 활동하기,1.13. 격려하기,You can do it!
담화와 글,1. 사교 활동하기,1.13. 격려하기,Don’t give up!
담화와 글,1. 사교 활동하기,1.13. 격려하기,That’s all right. (You’ll do better next time).
담화와 글,1. 사교 활동하기,1.13. 격려하기,Come on.
담화와 글,1. 사교 활동하기,1.13. 격려하기,Keep (on) going.
담화와 글,1. 사교 활동하기,1.13. 격려하기,Thanks/Thank you (very much).
담화와 글,1. 사교 활동하기,1.13. 격려하기,"You, too!"
담화와 글,1. 사교 활동하기,1.13. 격려하기,How nice (of you)!
담화와 글,1. 사교 활동하기,1.14. 기원하기,Happy birthday/New Year/... !
담화와 글,1. 사교 활동하기,1.14. 기원하기,Good luck (with your .../the ...)!
담화와 글,1. 사교 활동하기,1.14. 기원하기,Bless you.
담화와 글,1. 사교 활동하기,1.14. 기원하기,Have a good/nice ... !
담화와 글,1. 사교 활동하기,1.14. 기원하기,I’ll keep my fingers crossed!
담화와 글,1. 사교 활동하기,1.14. 기원하기,I hope/wish ... .
담화와 글,1. 사교 활동하기,1.15. 헤어질 때 인사하기,Bye(-bye).
담화와 글,1. 사교 활동하기,1.15. 헤어질 때 인사하기,Goodbye.
담화와 글,1. 사교 활동하기,1.15. 헤어질 때 인사하기,Take care.
담화와 글,1. 사교 활동하기,1.15. 헤어질 때 인사하기,(Have a) nice day/good night.
담화와 글,1. 사교 활동하기,1.15. 헤어질 때 인사하기,See you (later/again/tomorrow).
담화와 글,2. 담화⋅글 구성하기,2.1. 대화 시작하기,"May I have your attention, please?"
담화와 글,2. 담화⋅글 구성하기,2.1. 대화 시작하기,"Excuse me, can I talk to you for a minute?"
담화와 글,2. 담화⋅글 구성하기,2.1. 대화 시작하기,Excuse me. I wonder if you could help me.
담화와 글,2. 담화⋅글 구성하기,2.1. 대화 시작하기,"Hello everyone, I’m very happy to be speaking with you today."
담화와 글,2. 담화⋅글 구성하기,2.1. 대화 시작하기,"My name is ... , and I’m ... ."
담화와 글,2. 담화⋅글 구성하기,2.1. 대화 시작하기,"Today, I'd like to talk about ... ."
담화와 글,2. 담화⋅글 구성하기,2.1. 대화 시작하기,We will discuss ... .
담화와 글,2. 담화⋅글 구성하기,2.1. 대화 시작하기,I am going to talk about.
담화와 글,2. 담화⋅글 구성하기,2.1. 대화 시작하기,The purpose of this presentation is ... .
담화와 글,2. 담화⋅글 구성하기,2.2. 내용 시작⋅전환 알리기,Let’s get started.
담화와 글,2. 담화⋅글 구성하기,2.2. 내용 시작⋅전환 알리기,Let me begin by looking at ... .
담화와 글,2. 담화⋅글 구성하기,2.2. 내용 시작⋅전환 알리기,Let me start with some ... .
담화와 글,2. 담화⋅글 구성하기,2.3. 주제 소개하기,(Now) let’s talk about ... .
담화와 글,2. 담화⋅글 구성하기,2.3. 주제 소개하기,I’d like to say something about ... .
담화와 글,2. 담화⋅글 구성하기,2.3. 주제 소개하기,I’d like to tell you what ... .
담화와 글,2. 담화⋅글 구성하기,2.4. 질문 요청⋅응대하기,"If you have any questions, feel free to ask me."
담화와 글,2. 담화⋅글 구성하기,2.4. 질문 요청⋅응대하기,Does anyone have any questions or comments?
담화와 글,2. 담화⋅글 구성하기,2.4. 질문 요청⋅응대하기,Please stop me if you have any questions.
담화와 글,2. 담화⋅글 구성하기,2.4. 질문 요청⋅응대하기,Do you have any questions before I move on?
담화와 글,2. 담화⋅글 구성하기,2.4. 질문 요청⋅응대하기,"Thank you for your question, Ann."
담화와 글,2. 담화⋅글 구성하기,2.4. 질문 요청⋅응대하기,That's an interesting/great question.
담화와 글,2. 담화⋅글 구성하기,2.4. 질문 요청⋅응대하기,Does that answer your question?
담화와 글,2. 담화⋅글 구성하기,2.4. 질문 요청⋅응대하기,"Please email me at email@address.com, if you have any question."
담화와 글,2. 담화⋅글 구성하기,2.5. 의견 묻거나 표현하기,What do you think (of/about ...)?
담화와 글,2. 담화⋅글 구성하기,2.5. 의견 묻거나 표현하기,How do you feel about ... ?
담화와 글,2. 담화⋅글 구성하기,2.5. 의견 묻거나 표현하기,What is your view/opinion?
담화와 글,2. 담화⋅글 구성하기,2.5. 의견 묻거나 표현하기,I think/feel/believe ... .
담화와 글,2. 담화⋅글 구성하기,2.5. 의견 묻거나 표현하기,It seems to me ... .
담화와 글,2. 담화⋅글 구성하기,2.5. 의견 묻거나 표현하기,"In my view/opinion, ... ."
담화와 글,2. 담화⋅글 구성하기,2.6. 예시 들기,For example ... .
담화와 글,2. 담화⋅글 구성하기,2.6. 예시 들기,A good example of this is ... .
담화와 글,2. 담화⋅글 구성하기,2.6. 예시 들기,To illustrate this point ... .
담화와 글,2. 담화⋅글 구성하기,2.6. 예시 들기,This reminds me of ... .
담화와 글,2. 담화⋅글 구성하기,2.6. 예시 들기,To give you an example ... .
담화와 글,2. 담화⋅글 구성하기,2.7. 열거하기,"A, B, and C."
담화와 글,2. 담화⋅글 구성하기,2.7. 열거하기,There are three things to consider.
담화와 글,2. 담화⋅글 구성하기,2.7. 열거하기,First ... . Second ... . Third ... .
담화와 글,2. 담화⋅글 구성하기,2.7. 열거하기,There are two kinds of ... . The first is ... . The second is ... .
담화와 글,2. 담화⋅글 구성하기,2.7. 열거하기,"We can see four advantages and two disadvantages. First, advantages ... ."
담화와 글,2. 담화⋅글 구성하기,2.7. 열거하기,"One is ... . Another is ... . A third advantage is ... . Finally(Lastly), ... ."
담화와 글,2. 담화⋅글 구성하기,2.7. 열거하기,There are (four) different stages to the process.
담화와 글,2. 담화⋅글 구성하기,2.7. 열거하기,"First ... , then ... , next ... , after that ... , then x, after x there’s y."
담화와 글,2. 담화⋅글 구성하기,2.7. 열거하기,There are two steps involved. The first step is ... . The second step is ... .
담화와 글,2. 담화⋅글 구성하기,2.7. 열거하기,There are four stages to the project.
담화와 글,2. 담화⋅글 구성하기,2.7. 열거하기,At the beginning / later / then / finally ... .
담화와 글,2. 담화⋅글 구성하기,2.8. 강조하기,It is important to/that ... .
담화와 글,2. 담화⋅글 구성하기,2.8. 강조하기,I want to stress ... .
담화와 글,2. 담화⋅글 구성하기,2.8. 강조하기,My point is ... .
담화와 글,2. 담화⋅글 구성하기,2.8. 강조하기,I DO love my family.
담화와 글,2. 담화⋅글 구성하기,2.8. 강조하기,This is important because ... .
담화와 글,2. 담화⋅글 구성하기,2.8. 강조하기,I’d like to emphasize that ... .
담화와 글,2. 담화⋅글 구성하기,2.8. 강조하기,We have to remember that ... .
담화와 글,2. 담화⋅글 구성하기,2.8. 강조하기,"In other words, ... ."
담화와 글,2. 담화⋅글 구성하기,2.8. 강조하기,"To put it more simply, ... ."
담화와 글,2. 담화⋅글 구성하기,2.8. 강조하기,What I’m saying is that ... .
담화와 글,2. 담화⋅글 구성하기,2.8. 강조하기,What I want to say... .
담화와 글,2. 담화⋅글 구성하기,2.9. 정의하기,X/This means ... .
담화와 글,2. 담화⋅글 구성하기,2.9. 정의하기,The meaning of X/this is ... .
담화와 글,2. 담화⋅글 구성하기,2.10. 요약하기,"In short, ... ."
담화와 글,2. 담화⋅글 구성하기,2.10. 요약하기,"In brief, ... ."
담화와 글,2. 담화⋅글 구성하기,2.10. 요약하기,"To sum up, ... ."
담화와 글,2. 담화⋅글 구성하기,2.11. 주제 바꾸기,"By the way, ... ."
담화와 글,2. 담화⋅글 구성하기,2.11. 주제 바꾸기,Let’s move on to ... .
담화와 글,2. 담화⋅글 구성하기,2.11. 주제 바꾸기,I’d like to say something else ... .
담화와 글,2. 담화⋅글 구성하기,2.12. 대화에 끼어들기,Excuse me.
담화와 글,2. 담화⋅글 구성하기,2.12. 대화에 끼어들기,Can I say something?
담화와 글,2. 담화⋅글 구성하기,2.12. 대화에 끼어들기,Can I interrupt you for a moment?
담화와 글,2. 담화⋅글 구성하기,2.13. 대화 종료하기,Thanks for listening.
담화와 글,2. 담화⋅글 구성하기,2.13. 대화 종료하기,Thank you for your attention/time.
담화와 글,2. 담화⋅글 구성하기,2.13. 대화 종료하기,It was nice talking(to you).
담화와 글,2. 담화⋅글 구성하기,2.13. 대화 종료하기,That’s all I want to say about ... .
담화와 글,2. 담화⋅글 구성하기,2.13. 대화 종료하기,"To sum up, ... ."
담화와 글,2. 담화⋅글 구성하기,2.13. 대화 종료하기,That's it for today.
담화와 글,2. 담화⋅글 구성하기,2.13. 대화 종료하기,"So, now I’d be very interested to hear your comments."
담화와 글,2. 담화⋅글 구성하기,2.13. 대화 종료하기,This is the end of this presentation.
담화와 글,2. 담화⋅글 구성하기,2.13. 대화 종료하기,"Anyway, I should get back to work."
담화와 글,2. 담화⋅글 구성하기,2.13. 대화 종료하기,"I’m sorry, I have to go now."
담화와 글,2. 담화⋅글 구성하기,2.13. 대화 종료하기,"I must go, see you later."
담화와 글,2. 담화⋅글 구성하기,2.14. 매체 사용하기,Hello?
담화와 글,2. 담화⋅글 구성하기,2.14. 매체 사용하기,(This is) ... (speaking/here).
담화와 글,2. 담화⋅글 구성하기,2.14. 매체 사용하기,"May/Can I speak to ... , please?"
담화와 글,2. 담화⋅글 구성하기,2.14. 매체 사용하기,"Who’s calling, please?"
담화와 글,2. 담화⋅글 구성하기,2.14. 매체 사용하기,Can I leave/take a message?
담화와 글,2. 담화⋅글 구성하기,2.14. 매체 사용하기,"(Sorry, but) can I call you back?"
담화와 글,2. 담화⋅글 구성하기,2.14. 매체 사용하기,"Dear Mr. Kim, Best regards/Sincerely, Can you hear/see me?"
담화와 글,2. 담화⋅글 구성하기,2.14. 매체 사용하기,Is the audio/video working?
담화와 글,2. 담화⋅글 구성하기,2.14. 매체 사용하기,Turn on/off your video.
담화와 글,2. 담화⋅글 구성하기,2.14. 매체 사용하기,"Please, mute/turn off the microphone."
담화와 글,2. 담화⋅글 구성하기,2.14. 매체 사용하기,I can’t see the people at the sides of the room.
담화와 글,2. 담화⋅글 구성하기,2.14. 매체 사용하기,Thank you for talking with me today.
담화와 글,2. 담화⋅글 구성하기,2.14. 매체 사용하기,Thank you for taking the time to talk with me today.
담화와 글,3. 의사소통 개선하기,3.1. 반복 요청하고 답하기,Excuse me?
담화와 글,3. 의사소통 개선하기,3.1. 반복 요청하고 답하기,(I’m) sorry?
담화와 글,3. 의사소통 개선하기,3.1. 반복 요청하고 답하기,What (did you say)?
담화와 글,3. 의사소통 개선하기,3.1. 반복 요청하고 답하기,(I beg your) pardon?
담화와 글,3. 의사소통 개선하기,3.1. 반복 요청하고 답하기,"Would you say that again(, please)?"
담화와 글,3. 의사소통 개선하기,3.1. 반복 요청하고 답하기,-(I said) X.
담화와 글,3. 의사소통 개선하기,3.1. 반복 요청하고 답하기,-I said that ... .
담화와 글,3. 의사소통 개선하기,3.1. 반복 요청하고 답하기,Can you repeat that?
담화와 글,3. 의사소통 개선하기,3.1. 반복 요청하고 답하기,Can you speak (more) slowly?
담화와 글,3. 의사소통 개선하기,3.2. 확인 요청하기,Did you say X?
담화와 글,3. 의사소통 개선하기,3.2. 확인 요청하기,Are you sure?
담화와 글,3. 의사소통 개선하기,3.2. 확인 요청하기,Do/Did you mean ... ?
담화와 글,3. 의사소통 개선하기,3.2. 확인 요청하기,"He lives in Seoul, doesn’t he?"
담화와 글,3. 의사소통 개선하기,3.3. 설명 요청하기,What is X (exactly)?
담화와 글,3. 의사소통 개선하기,3.3. 설명 요청하기,What do you mean by X?
담화와 글,3. 의사소통 개선하기,3.3. 설명 요청하기,Could you explain ... ?
담화와 글,3. 의사소통 개선하기,3.4. 철자⋅필기 요청하고 답하기,How do you spell ... ?
담화와 글,3. 의사소통 개선하기,3.4. 철자⋅필기 요청하고 답하기,"Could you spell that, please?"
담화와 글,3. 의사소통 개선하기,3.4. 철자⋅필기 요청하고 답하기,"Could you write that down (for me), please?"
담화와 글,3. 의사소통 개선하기,3.4. 철자⋅필기 요청하고 답하기,-B-A-G.
담화와 글,3. 의사소통 개선하기,3.4. 철자⋅필기 요청하고 답하기,-‘Bag’ is spelled B-A-G.
담화와 글,3. 의사소통 개선하기,3.4. 철자⋅필기 요청하고 답하기,-It’s spelled with a capital ‘P’.
담화와 글,3. 의사소통 개선하기,3.5. 표현 요청하기,What is X (in English)?
담화와 글,3. 의사소통 개선하기,3.5. 표현 요청하기,Do you say ... (or ...)?
담화와 글,3. 의사소통 개선하기,3.5. 표현 요청하기,I don’t know how to say/write it.
담화와 글,3. 의사소통 개선하기,3.5. 표현 요청하기,How would/do you say this in English/Korean?
담화와 글,3. 의사소통 개선하기,3.6. 표현 제안하기,X.
담화와 글,3. 의사소통 개선하기,3.6. 표현 제안하기,Do you mean X?
담화와 글,3. 의사소통 개선하기,3.6. 표현 제안하기,I think you mean ... .
담화와 글,3. 의사소통 개선하기,3.6. 표현 제안하기,In English/Korean we say ... .
담화와 글,3. 의사소통 개선하기,3.7. 이해 점검하기와 이해 상태 나타내기,Do you understand?
담화와 글,3. 의사소통 개선하기,3.7. 이해 점검하기와 이해 상태 나타내기,Do you see/know what I mean?
담화와 글,3. 의사소통 개선하기,3.7. 이해 점검하기와 이해 상태 나타내기,Is this/everything clear (now)?
담화와 글,3. 의사소통 개선하기,3.7. 이해 점검하기와 이해 상태 나타내기,Do you follow me?
담화와 글,3. 의사소통 개선하기,3.7. 이해 점검하기와 이해 상태 나타내기,"I’m sorry, did you say “...”?"
담화와 글,3. 의사소통 개선하기,3.7. 이해 점검하기와 이해 상태 나타내기,I’m not sure I understand. Are you saying that ...?
담화와 글,3. 의사소통 개선하기,3.7. 이해 점검하기와 이해 상태 나타내기,Do you mean ...?
담화와 글,3. 의사소통 개선하기,3.7. 이해 점검하기와 이해 상태 나타내기,Are you with me?
담화와 글,3. 의사소통 개선하기,3.7. 이해 점검하기와 이해 상태 나타내기,I see./Okay.
담화와 글,3. 의사소통 개선하기,3.7. 이해 점검하기와 이해 상태 나타내기,I (don’t) understand.
담화와 글,3. 의사소통 개선하기,3.7. 이해 점검하기와 이해 상태 나타내기,"Please, go on."
담화와 글,3. 의사소통 개선하기,3.7. 이해 점검하기와 이해 상태 나타내기,It (still) isn’t clear to me what this means.
담화와 글,3. 의사소통 개선하기,3.7. 이해 점검하기와 이해 상태 나타내기,(Sorry/I’m afraid) I don’t know what you mean/meant.
담화와 글,3. 의사소통 개선하기,3.8. 오해 알리기,"(No,) I mean Y (not X) ... ."
담화와 글,3. 의사소통 개선하기,3.8. 오해 알리기,(I’m afraid) that’s wrong/not right.
담화와 글,3. 의사소통 개선하기,3.8. 오해 알리기,That’s not (exactly) what I meant to say.
담화와 글,3. 의사소통 개선하기,3.9. 생각할 시간 요청하거나 주기,Let me see/think.
담화와 글,3. 의사소통 개선하기,3.9. 생각할 시간 요청하거나 주기,Just a moment (while I think).
담화와 글,3. 의사소통 개선하기,3.9. 생각할 시간 요청하거나 주기,May I think about that for a moment?
담화와 글,3. 의사소통 개선하기,3.9. 생각할 시간 요청하거나 주기,Take your time (to think).
담화와 글,3. 의사소통 개선하기,3.9. 생각할 시간 요청하거나 주기,You have five minutes.
담화와 글,3. 의사소통 개선하기,3.9. 생각할 시간 요청하거나 주기,I’ll give you five (more) minutes.
